CDL,lon,lat,scl,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,bbox,year,tile,scene_date
Cotton,-90.59240603224,35.57597566679483,4,702,506,1050,502,1741,5599,6412,6524,6878,6731,2716,1242,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59207264158356,35.5759604254631,4,702,522,1042,525,1751,5731,6655,6932,7065,6731,2705,1238,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59173925106036,35.57594518319263,4,619,522,1002,486,1709,5729,6566,6836,6865,6914,2702,1237,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59140586067043,35.57592993998327,4,619,516,1018,476,1686,5706,6510,6644,6847,6914,2683,1268,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59107247041378,35.57591469583516,4,606,662,1020,512,1690,4916,5678,6128,6129,5691,3010,1593,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5907390802904,35.57589945074821,4,606,816,1118,1288,1756,3133,3717,3208,3949,5691,3538,2483,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59040569030032,35.575884204722435,10,986,1066,1262,1208,1946,3469,3937,4004,4181,5392,3016,1764,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58773857517895,35.57576220271902,10,1798,1428,1642,1436,2403,3779,4390,4196,4913,9043,3581,2511,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58740518638882,35.5757469482439,10,962,1620,1770,1268,1742,3214,3780,4392,4299,5334,3173,1846,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58707179773205,35.575731692830054,10,962,1686,1682,935,1639,3116,3684,4372,4125,5334,3151,1831,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58673840920868,35.57571643647735,5,655,1272,1280,932,1573,2858,3341,4004,3770,3914,3177,1844,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58640502081867,35.57570117918581,4,655,1178,1028,970,1608,2855,3311,3688,3836,3914,3170,1864,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58607163256207,35.5756859209555,4,594,732,988,948,1673,2875,3385,3580,3875,3661,3262,1913,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58573824443887,35.5756706617864,4,594,651,1030,1066,1719,2755,3220,3364,3635,3661,3431,2080,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58540485644909,35.57565540167847,4,573,639,924,1130,1668,2372,2715,2746,3209,2968,3598,2345,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58507146859272,35.57564014063173,4,573,646,918,1164,1650,2253,2551,2556,3031,2968,3662,2473,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58473808086976,35.57562487864619,5,800,618,872,1172,1388,1754,2085,2252,2584,3118,3598,2227,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58440469328025,35.57560961572183,5,800,634,900,1234,1436,1901,2266,2458,2747,3118,3626,2206,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58407130582418,35.575594351858676,5,2396,785,1098,1370,1922,2511,2992,2894,3381,4500,4152,2825,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58373791850157,35.57557908705676,4,2396,768,1168,1306,1973,2569,4182,3052,4911,4500,4150,2858,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58340453131241,35.57556382131595,4,1469,720,1076,1134,1788,2989,4095,3136,4503,4049,3856,2645,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5830711442567,35.575548554636384,4,1469,628,944,1013,1758,3312,3778,3000,4032,4049,3688,2403,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5827377573345,35.575533287018004,4,1189,692,1036,982,2108,3224,3625,3240,3947,3879,3184,2108,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.58240437054577,35.57551801846088,5,1189,996,1352,1798,2176,3043,3458,2980,3804,3879,3599,2330,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58207098389053,35.57550274896487,10,1300,844,2198,1732,2282,2951,3252,2964,3747,6508,3682,2477,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58173759736877,35.575487478530114,10,1300,1056,2216,2014,2337,2867,3320,4348,3836,6508,3862,2576,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58140421098055,35.575472207156565,10,1360,1612,2144,1954,2488,3507,3696,4200,4065,6762,3897,2699,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.58107082472583,35.57545693484418,10,1360,1776,2132,2184,2673,3478,3570,4232,3816,6762,4164,3301,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58073743860463,35.57544166159303,10,1464,1200,1566,1176,1933,3657,4219,4628,4629,8048,3240,1946,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58040405261697,35.57542638740305,10,1464,1360,1340,774,1657,3658,4168,4500,4741,8048,2938,1622,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58007066676285,35.575411112274274,10,1630,767,1008,802,1628,4680,5178,5420,5490,8978,2861,1843,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57973728104227,35.5753958362067,10,1630,938,950,936,1660,4338,4972,4928,5189,8978,2855,1891,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57940389545526,35.57538055920035,10,1867,1058,1262,1136,1934,4239,4839,5204,5130,10240,3021,2004,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5790705100018,35.57536528125519,10,1867,1108,1366,1144,2064,3952,4480,4312,4892,10240,3203,2187,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57873712468191,35.575350002371245,10,2113,769,1314,1244,2393,4100,4641,4356,4966,10963,3425,2345,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57840373949561,35.575334722548476,10,2113,830,1324,1730,2575,4146,4597,4516,4937,10963,3469,2359,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5780703544429,35.57531944178695,10,2012,821,1644,1406,2385,4221,4682,4740,5070,10541,3485,2258,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57773696952378,35.57530416008661,10,2012,1182,1770,1788,2574,4101,4503,4520,4903,10541,3596,2304,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57740358473828,35.57528887744742,10,1904,1138,1482,1580,2520,3885,4140,3936,4636,10163,3347,2400,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57707020008638,35.575273593869476,10,1904,844,1326,1114,2055,3288,3933,3576,4439,10163,2911,2327,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57673681556811,35.57525830935277,10,1822,813,1272,1194,1860,3080,3869,3576,4632,9348,2742,2404,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57640343118346,35.575243023897244,10,1822,972,1388,1268,1951,3130,3908,3560,4509,9348,2744,2307,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57607004693246,35.57522773750294,10,1539,922,1166,1148,1921,3408,4097,3300,4469,7377,3009,2277,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57573666281509,35.57521245016984,10,1640,664,888,930,1931,3464,4194,3256,4690,5871,2945,2473,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57540327883139,35.575197161897975,10,1548,576,1038,1230,2091,3625,4237,3380,4614,5555,3097,2375,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57506989498134,35.575181872687295,10,1548,650,1170,1604,2364,3599,3907,3516,4076,5555,3200,1714,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57473651126497,35.57516658253778,10,1475,524,974,1406,2253,3579,4001,3256,4170,5451,3110,1800,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57440312768227,35.575151291449515,10,1475,702,1096,1336,2030,3303,3738,3484,4227,5451,2852,2002,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57406974423326,35.57513599942247,10,1744,768,1024,1072,1869,3207,3803,3424,4322,6049,2713,2112,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57373636091793,35.57512070645665,10,1744,618,1426,1198,2154,3517,4075,3400,4510,6049,3093,2413,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57340297773634,35.57510541255203,10,2154,655,1228,1632,2358,3717,4339,3212,4653,8541,3414,2665,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.57306959468842,35.57509011770859,10,2154,1104,1634,2146,2814,3691,3952,2780,4235,8541,3916,2903,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57273621177424,35.57507482192641,10,2126,1440,1854,2332,2946,3806,3887,2902,4002,9384,3948,3038,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57240282899379,35.575059525205425,10,2126,1366,1950,2230,2918,3785,3914,2946,3960,9384,4000,2968,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57206944634706,35.57504422754563,10,2012,1344,1880,2266,3086,3910,3944,2850,3838,7872,4042,2986,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57173606383408,35.575028928947106,10,2012,1318,1788,2322,2968,3595,3811,2636,3914,7872,4021,3051,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57140268145486,35.57501362940974,10,1808,1294,1896,2348,2877,3472,3550,2754,3801,6863,3955,2986,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57106929920938,35.574998328933574,10,1808,1344,1946,2162,2804,3511,3467,3132,3439,6863,3864,3002,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57073591709768,35.57498302751869,10,1822,1348,1932,2184,2690,3303,3421,2840,3322,7291,3821,3057,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57040253511977,35.574967725164996,10,1822,1366,1786,2086,2642,3254,3313,2690,3503,7291,3941,3130,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57006915327563,35.57495242187249,10,1877,1400,1684,2106,2640,3306,3420,2778,3622,7694,3972,3163,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56973577156528,35.574937117641255,10,1877,1350,1732,2092,2693,3437,3805,2750,4170,7694,4056,3137,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56940238998872,35.5749218124712,10,1658,1266,1506,1926,2408,2922,3234,2480,3812,5025,4085,3295,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56906900854598,35.57490650636239,5,1658,1280,1516,1906,2145,2362,2713,2522,3306,5025,4362,3355,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56873562723706,35.574891199314784,5,1801,1318,1616,2088,2313,2724,3109,3228,3648,5642,4557,3429,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56840224606196,35.574875891328404,5,1801,1644,1824,2220,2629,2923,3163,3094,3537,5642,4630,3963,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56806886502069,35.57486058240322,10,2202,1642,1772,2122,2511,2798,3118,3074,3675,10452,4431,3677,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56306816546714,35.57463083587256,10,2037,2900,2570,2438,3109,4155,4549,5092,4799,10266,4074,2888,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56273478656831,35.574615511926986,10,2187,2414,2302,2286,3175,4311,4625,4752,4852,10772,4132,2927,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56240140780345,35.57460018704267,10,2187,2014,2160,2362,3039,4229,4623,4661,4943,10772,4112,2955,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56206802917255,35.5745848612195,10,2015,2176,2164,2082,2783,4059,4523,4596,4954,9727,4202,3026,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56173465067565,35.57456953445764,10,2015,2054,2114,2062,2612,3856,4353,4516,4720,9727,4165,3005,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56140127231275,35.57455420675701,10,1655,1878,2042,2136,2681,3645,4061,4320,4486,8013,4472,3320,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56106789408385,35.57453887811758,10,1655,1888,1834,1938,2621,3686,4139,4252,4562,8013,4294,3175,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56073451598894,35.57452354853944,10,1617,1918,2098,2304,2897,3974,4436,4388,4714,7799,4362,3234,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56040113802808,35.57450821802249,10,1617,1872,1904,2086,2784,4011,4536,4277,4846,7799,4159,3075,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56006776020124,35.574492886566745,10,1721,1504,1940,2102,2751,4051,4532,4116,4783,8546,3978,2887,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55973438250842,35.57447755417227,10,1721,1428,1914,1954,2727,3973,4424,4200,4742,8546,3893,2763,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55940100494966,35.57446222083901,10,1598,1656,1616,1582,2246,3836,4455,4493,4694,8642,3493,2238,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55906762752494,35.57444688656702,10,1598,1634,1786,1716,2216,3764,4413,4576,4727,8642,3423,2053,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5587342502343,35.57443155135627,10,1353,1744,1814,1750,2293,3784,4191,4372,4481,7731,3490,2241,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5584008730777,35.574416215206696,10,1353,1776,1688,1700,2144,3678,4131,4296,4440,7731,3475,2319,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.5580674960552,35.57440087811838,10,1009,1394,1498,1432,2152,3591,4085,4324,4384,6068,3619,2485,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55773411916678,35.57438554009128,10,1009,1368,1734,1620,2207,3502,4069,4444,4377,6068,3581,2419,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55740074241244,35.574370201125454,10,712,1272,1652,1516,1787,3514,4264,4584,4722,4590,3135,1832,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55706736579222,35.57435486122085,10,712,1466,1740,1504,1715,3334,4160,4451,4517,4590,3057,1887,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.5567339893061,35.57433952037755,10,631,1616,1604,1150,1464,3288,4109,4469,4401,4135,3077,1999,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55640061295408,35.574324178595425,5,631,1340,1342,872,1454,3319,4060,4401,4375,4135,3086,1996,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55606723673621,35.57430883587451,4,656,1020,1098,932,1534,3147,3795,4071,4200,4145,3182,2155,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55573386065247,35.57429349221488,4,656,838,888,732,1334,3220,3999,4164,4284,4145,3005,1972,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.55540048470286,35.5742781476165,4,706,1028,1412,1442,1900,2927,3250,3196,3650,3825,3413,2428,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55506710888741,35.574262802079325,4,706,658,883,774,1736,3256,3740,4028,4086,3825,3273,2071,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5547337332061,35.57424745560339,4,599,523,844,597,1447,4098,4792,4616,5156,5007,2733,1315,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55440035765898,35.57423210818877,4,599,500,754,550,1367,4077,4631,4452,5148,5007,2757,1338,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55406698224601,35.57421675983529,4,549,625,938,802,1627,3829,4327,4297,4769,4860,3021,1673,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55373360696724,35.574201410543125,4,549,544,828,596,1616,3900,4455,4660,4937,4860,2924,1514,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Background,-90.5994262333969,35.57602796263419,4,580,521,891,447,1665,4671,5406,5848,5547,4332,2884,1631,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59909284110975,35.5760127410677,4,529,508,910,571,1943,4326,4783,4936,5251,5305,2596,1332,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59875944895572,35.575997518562396,4,529,491,964,602,1980,4595,5068,5220,5502,5305,2562,1301,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59842605693477,35.575982295118294,4,518,466,898,536,1909,4830,5403,5284,5773,5403,2487,1179,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5980926650469,35.57596707073535,4,518,499,948,552,1971,4753,5278,5352,5603,5403,2515,1209,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59775927329217,35.57595184541356,4,510,662,946,526,1764,4747,5411,5412,5924,5501,2433,1120,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59742588167055,35.575936619152984,4,510,576,960,526,1683,4756,5421,5180,5712,5501,2500,1163,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59709249018202,35.57592139195358,4,485,482,946,544,1706,4775,5440,5376,5860,5599,2550,1217,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59675909882667,35.57590616381535,4,485,504,946,460,1650,5085,5838,5772,6157,5599,2519,1126,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59642570760442,35.57589093473828,4,478,502,984,491,1746,4940,5646,5688,6013,5968,2545,1168,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59609231651535,35.5758757047224,4,478,453,1000,436,1671,5272,5979,6100,6404,5968,2527,1095,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59575892555942,35.5758604737677,4,497,496,955,426,1643,5510,6341,6356,6716,6411,2503,1025,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59542553473666,35.575845241874184,4,497,475,946,450,1668,5499,6294,6288,6717,6411,2553,1054,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59509214404707,35.57583000904188,4,514,522,991,424,1670,5534,6372,6440,6726,6396,2565,1048,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59475875349067,35.57581477527072,4,514,516,983,442,1669,5580,6463,6488,6770,6396,2581,1041,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59442536306744,35.57579954056076,4,520,538,1030,480,1828,5707,6515,6328,6939,6499,2669,1130,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59409197277742,35.57578430491192,4,520,529,983,482,1800,5495,6327,6168,6759,6499,2658,1151,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59375858262061,35.575769068324334,4,531,502,1010,530,1778,5407,6226,6108,6604,6434,2649,1130,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59342519259701,35.57575383079792,4,531,528,1068,862,1903,5624,6523,6488,6882,6434,2698,1104,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59309180270664,35.57573859233265,4,682,614,1268,660,1919,5440,6371,6484,6719,6624,2805,1263,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59275841294948,35.57572335292861,4,682,628,1194,750,1937,5229,6003,6128,6382,6624,2843,1369,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59242502332557,35.575708112585716,4,702,606,1030,552,1810,5684,6656,6940,7002,6731,2781,1177,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59209163383491,35.575692871304035,4,702,512,1058,590,1832,5727,6646,6896,7129,6731,2778,1151,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5917582444775,35.575677629083565,4,619,521,1044,615,1875,5846,6875,6932,7312,6914,2744,1120,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59142485525335,35.57566238592428,4,619,502,1030,530,1832,5724,6696,6588,7146,6914,2724,1143,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59109146616247,35.57564714182613,4,606,644,1066,565,1795,4870,5522,5952,5848,5691,3032,1674,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
