CDL,lon,lat,scl,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,bbox,year,tile,scene_date
Corn,-90.55483188326343,35.56351477238169,5,791,1013,1356,2046,2519,2764,3117,3220,3615,3553,4993,3422,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55449855460323,35.563499425103146,5,751,974,1358,2014,2536,2801,3107,3220,3614,3716,5034,3420,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Background,-90.60018478844023,35.565325699894785,4,586,994,1290,1478,1784,3141,3640,3716,4029,3832,3532,2343,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Woody Wetlands,-90.59985144277901,35.56531048032545,4,586,306,510,363,782,2278,2649,2912,3031,3832,2080,982,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59951809725081,35.565295259817375,4,544,552,822,703,1291,3213,3955,4608,4383,5019,2668,1393,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59918475185565,35.56528003837061,4,544,552,941,604,1533,4448,5223,5340,5668,5019,2852,1554,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59885140659354,35.56526481598518,4,580,610,943,698,1581,4418,5101,5103,5576,5441,2953,1635,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59851806146446,35.56524959266097,4,580,570,918,588,1540,4406,5076,5312,5671,5441,2811,1450,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59818471646847,35.56523436839812,4,527,484,862,480,1513,4541,5221,5332,5555,5665,2670,1288,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59785137160553,35.56521914319655,4,527,527,874,557,1567,4445,5195,5157,5671,5665,2724,1404,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59751802687568,35.565203917056316,4,514,463,832,458,1528,4609,5314,5480,5785,5710,2677,1294,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5971846822789,35.56518868997734,4,514,500,836,443,1479,4739,5529,5516,5982,5710,2580,1144,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59685133781521,35.56517346195968,4,523,475,806,424,1506,4868,5624,5744,5982,5783,2535,1088,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59651799348462,35.5651582330033,4,523,472,830,491,1517,4581,5272,5512,5830,5783,2618,1208,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59618464928715,35.565143003108226,4,538,478,778,531,1499,4246,4982,4992,5360,5432,2684,1320,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59585130522281,35.56512777227448,4,538,480,794,534,1458,4151,4910,5128,5362,5432,2695,1338,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59551796129156,35.56511254050202,4,641,609,826,672,1586,4154,4834,4897,5393,4810,2975,1599,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59518461749347,35.56509730779086,4,641,843,1198,1190,1863,3632,4078,3968,4430,4810,3486,2221,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59485127382851,35.565082074141046,4,612,646,958,744,1543,3855,4441,4261,4801,4759,2888,1569,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5945179302967,35.56506683955248,4,612,588,897,705,1526,3807,4394,4381,4778,4759,2844,1599,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59418458689805,35.56505160402522,4,558,626,922,734,1515,3737,4298,4304,4741,4914,2877,1615,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59385124363257,35.56503636755932,4,558,524,761,533,1287,4065,4866,4704,5336,4914,2473,1165,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59351790050027,35.56502113015466,4,545,486,734,481,1276,4161,4966,4893,5473,4973,2470,1117,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59318455750115,35.56500589181135,4,545,602,812,704,1407,3497,4199,4116,4634,4973,2823,1531,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5928512146352,35.56499065252936,4,558,658,858,820,1511,3310,3919,3928,4462,4624,2947,1681,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59251787190247,35.56497541230864,4,558,719,791,650,1409,3303,3872,4075,4402,4624,2733,1499,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59218452930294,35.564960171149245,4,554,718,932,636,1422,3380,4052,4353,4548,4951,2682,1434,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5918511868366,35.56494492905113,4,554,522,928,644,1446,4166,4935,4764,5430,4951,2567,1158,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59151784450351,35.56492968601435,4,673,850,1000,584,1468,4266,5128,5080,5565,5359,2580,1129,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59118450230366,35.56491444203893,4,673,892,1182,670,1325,4454,5387,5368,5679,5359,2768,1422,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59085116023704,35.564899197124724,5,784,1456,1778,2054,2331,3439,3970,3881,4476,4274,3776,2732,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59051781830367,35.56488395127194,4,784,927,1446,1182,2016,3592,4146,4276,4602,4274,2401,1258,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59018447650352,35.56486870448037,4,742,901,1242,1206,2123,3731,4200,4236,4608,4536,2357,1137,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58985113483668,35.56485345675012,4,742,836,1138,902,1843,3589,4191,4372,4512,4536,2209,1001,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5895177933031,35.564838208081206,4,668,677,1116,865,1893,3620,4161,4288,4526,4678,2195,1070,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58918445190278,35.564822958473634,4,668,652,1116,776,1858,3723,4393,4420,4804,4678,2044,1082,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58885111063576,35.56480770792731,4,573,738,1054,752,1762,3565,4236,4184,4735,4536,2011,1037,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58851776950205,35.56479245644236,4,573,621,1008,732,1595,3490,4233,4256,4741,4536,1977,998,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5881844285016,35.56477720401869,4,552,687,956,694,1598,3479,4246,4228,4696,4801,1909,945,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58785108763452,35.56476195065639,4,552,754,984,676,1647,3443,4178,4324,4648,4801,1929,953,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58751774690072,35.56474669635534,4,693,576,1062,736,1698,3527,4314,4264,4749,4488,1859,938,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58718440630027,35.56473144111567,4,693,550,982,714,1675,3327,3984,3760,4176,4488,1806,918,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58685106583313,35.564716184937275,4,597,549,1001,726,1723,3149,3345,3912,3484,3433,1626,831,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58651772549935,35.56470092782017,4,597,459,858,624,1513,2707,2855,2922,3006,3433,1459,759,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58618438529894,35.564685669764415,4,564,572,840,776,1229,2169,2426,2370,2632,2581,1677,929,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58585104523186,35.56467041076997,4,564,515,898,690,1470,2595,2907,3100,3037,2581,1362,757,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58551770529816,35.56465515083683,4,533,541,984,908,1627,2987,3483,3516,3801,3300,1867,929,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58518436549785,35.56463988996503,4,533,571,1042,720,1669,3221,3669,4104,4151,3300,1842,917,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58485102583091,35.56462462815456,4,511,611,1092,831,1709,3246,3695,3904,4150,3914,1930,1000,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58451768629736,35.564609365405424,4,511,762,1300,896,1760,3295,3794,3840,4185,3914,1956,1013,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58418434689723,35.564594101717596,4,545,676,1094,800,1781,3487,4103,4245,4454,4330,1996,1038,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5838510076305,35.56457883709105,4,545,616,1032,744,1789,3413,3975,4004,4403,4330,1986,1032,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5835176684972,35.56456357152589,4,548,618,1100,899,1806,3542,4147,4104,4521,4543,2016,1023,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5831843294973,35.564548305021965,4,548,536,970,783,1698,3566,4197,4292,4641,4543,2035,1027,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58285099063085,35.56453303757945,4,644,533,1034,804,1729,3791,4439,4588,4933,4798,1980,966,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58251765189785,35.56451776919818,4,644,598,1032,926,1703,3771,4539,4609,4952,4798,2046,1001,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58218431329827,35.5645024998783,4,750,731,1260,1122,2081,3526,4017,4100,4404,4512,2689,1592,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58185097483218,35.56448722961971,4,750,692,1270,1200,2002,3568,4077,4240,4486,4512,2723,1578,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58151763649953,35.56447195842246,4,648,650,1202,1018,1823,3883,4721,4776,5006,4942,2220,1055,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58118429830037,35.56445668628653,4,648,547,1032,808,1603,3649,4498,4472,4867,4942,2072,1006,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58085096023468,35.56444141321194,4,497,543,1000,652,1537,3720,4523,4628,5015,4972,1928,913,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58051762230251,35.56442613919862,4,497,436,875,569,1404,3736,4644,4860,5040,4972,1914,897,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58018428450382,35.56441086424672,4,639,485,900,597,1461,3678,4526,4644,4949,4996,1976,1092,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57985094683863,35.564395588356064,4,639,472,968,678,1453,3720,4657,4744,5107,4996,2042,1297,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57951760930696,35.56438031152679,4,793,487,934,660,1570,3766,4565,4356,4885,5036,2248,1375,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57918427190882,35.56436503375884,4,793,494,994,742,1681,3801,4648,4728,5042,5036,2290,1274,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57885093464421,35.5643497550522,4,629,667,974,790,1499,3590,4442,4388,4891,4880,2001,1057,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57851759751314,35.56433447540686,4,629,661,874,622,1378,3558,4567,4552,4991,4880,1890,1010,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5781842605156,35.564319194822914,4,494,686,924,598,1443,3733,4707,4660,5195,5037,1862,900,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57785092365164,35.56430391330024,4,494,580,860,534,1345,3905,5049,5000,5536,5037,1857,909,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57751758692123,35.564288630838966,4,552,772,1182,1062,1725,3507,4122,4068,4684,4904,2802,1869,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5771842503244,35.56427334743897,4,552,514,896,574,1583,3698,4570,4684,4999,4904,2186,1255,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57685091386115,35.564258063100326,4,577,498,924,584,1516,3761,4584,4748,4876,4946,1941,1177,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57651757753148,35.56424277782304,4,577,485,930,596,1472,3637,4530,4644,4902,4946,1929,1113,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5761842413354,35.56422749160704,4,539,522,998,744,1600,3645,4410,4492,4853,4820,2043,1060,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57585090527294,35.56421220445236,4,539,608,1144,896,1777,3679,4450,4532,4872,4820,2129,1078,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5755175693441,35.56419691635907,4,515,574,1050,750,1670,3650,4335,4364,4779,4735,2011,1038,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57518423354885,35.564181627327095,4,506,538,947,616,1602,3644,4384,4516,4632,4558,1949,1018,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57485089788725,35.56416633735645,4,506,603,1062,854,1666,3376,3930,3816,4369,4558,2027,1036,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57451756235928,35.564151046447115,4,491,571,1006,754,1686,3472,4150,4208,4456,4446,1929,951,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57418422696496,35.5641357545992,4,491,593,1072,722,1768,3576,4184,4220,4447,4446,1916,982,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5738508917043,35.564120461812536,4,585,538,1068,731,1731,3480,4064,3952,4413,4443,1943,996,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57351755657729,35.56410516808727,4,585,558,1023,660,1642,3644,4300,4248,4698,4443,1946,1008,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.57318422158394,35.5640898734233,5,983,1084,1678,1818,2406,3102,3353,3552,3655,3353,3798,3055,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.5728508867243,35.564074577820676,5,983,1398,1864,2306,2557,2787,3011,2964,3209,3353,4322,3659,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57251755199832,35.56405928127937,5,1157,1386,1776,2214,2624,2743,2878,2818,3060,2867,4344,3979,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57218421740603,35.56404398379947,5,1157,1336,1672,2094,2476,2523,2710,2654,2931,2867,4147,3853,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57185088294744,35.56402868538086,5,1125,1218,1542,1892,2194,2326,2437,2384,2646,2623,3859,3577,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57151754862258,35.5640133860236,5,1125,1278,1570,1952,2237,2321,2478,2446,2655,2623,3943,3695,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57118421443144,35.56399808572768,5,1125,1176,1466,1772,2086,2200,2316,2276,2529,2619,3836,3596,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57085088037401,35.5639827844931,5,1125,1306,1576,1932,2179,2281,2403,2458,2623,2619,3979,3769,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57051754645032,35.56396748231988,5,1161,1302,1592,1942,2242,2349,2461,2492,2696,2750,4124,3893,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57018421266038,35.56395217920801,5,1161,1330,1602,2010,2290,2392,2537,2562,2767,2750,4191,3963,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56985087900418,35.56393687515745,5,1150,1274,1606,1982,2290,2400,2536,2494,2724,2814,4140,3897,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56951754548174,35.563921570168255,5,1150,1280,1640,2068,2273,2419,2541,2608,2755,2814,4197,3901,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56918421209306,35.56390626424039,5,1003,1276,1576,2030,2292,2382,2561,2586,2818,2977,4166,3825,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56885087883818,35.563890957373914,5,1003,1204,1556,1972,2378,2485,2716,2568,2856,2977,4207,3828,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56851754571706,35.56387564956875,5,722,739,976,1164,1540,2298,2570,2868,2964,2611,3551,2462,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56818421272975,35.5638603408249,5,722,636,852,1190,1476,1694,1950,1980,2363,2611,3437,2366,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56785087987622,35.5638450311424,5,599,606,848,1150,1462,1651,1842,1920,2228,2223,3428,2377,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5675175471565,35.563829720521326,5,599,632,832,1134,1458,1652,1851,1902,2190,2223,3411,2368,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5671842145706,35.563814408961505,5,554,612,797,1094,1404,1606,1751,1856,2091,2128,3344,2285,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56685088211853,35.563799096463114,5,554,596,776,1082,1373,1574,1751,1852,2082,2128,3323,2265,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56651754980028,35.56378378302601,5,540,577,781,1092,1376,1566,1750,1860,2090,2157,3357,2288,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56618421761588,35.563768468650295,5,540,610,798,1100,1403,1553,1773,1874,2111,2157,3388,2335,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56585088556531,35.5637531533359,5,545,576,802,1104,1415,1634,1801,1864,2170,2182,3428,2366,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56551755364862,35.56373783708288,5,545,598,768,1082,1410,1623,1786,1874,2140,2182,3417,2329,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56518422186579,35.56372251989117,5,560,572,760,1072,1393,1567,1797,1875,2141,2194,3399,2306,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56485089021683,35.56370720176086,5,560,560,774,1120,1414,1659,1826,1944,2167,2194,3471,2350,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56451755870175,35.56369188269189,5,614,574,778,1110,1413,1574,1712,1918,2160,2575,3416,2333,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.56418422732055,35.56367656268424,5,614,778,1174,1498,1665,2129,2503,2548,2497,2575,3632,2619,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56385089607325,35.56366124173798,5,519,578,717,946,1238,1535,1664,1656,1843,1822,3153,2181,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56351756495985,35.563645919853094,5,519,490,642,850,1084,1280,1441,1529,1744,1822,2879,2029,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56318423398038,35.56363059702951,5,440,498,648,824,1085,1268,1455,1444,1680,1734,2852,1987,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56285090313483,35.5636152732673,5,440,503,630,808,1090,1274,1454,1487,1735,1734,2841,1976,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5625175724232,35.56359994856645,5,448,477,664,803,1104,1307,1468,1508,1718,1745,2839,1990,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56218424184551,35.563584622926975,5,448,482,639,820,1113,1305,1446,1534,1729,1745,2920,2077,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56185091140176,35.56356929634878,5,445,500,654,866,1139,1315,1508,1572,1815,1776,2986,2080,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56151758109196,35.563553968832046,5,445,490,670,855,1135,1346,1504,1592,1810,1776,2972,2062,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56118425091614,35.56353864037661,5,447,486,632,856,1115,1321,1477,1528,1724,1724,2926,2042,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56085092087429,35.56352331098256,5,447,516,687,857,1131,1316,1472,1534,1736,1724,2893,2043,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5605175909664,35.56350798064983,5,443,465,655,868,1138,1296,1492,1534,1745,1719,2879,1999,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5601842611925,35.56349264937846,5,443,484,655,852,1121,1327,1538,1516,1708,1719,2871,2052,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5598509315526,35.56347731716845,4,506,411,602,516,1227,2084,2368,2776,2948,2306,2813,1857,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5595176020467,35.56346198401984,5,506,576,638,791,1070,1131,1229,1249,1529,2306,2466,2221,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55918427267481,35.563446649932565,5,577,630,746,894,1058,1284,1351,1362,1478,1452,2480,2317,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55885094343694,35.56343131490664,5,577,659,720,866,1055,1217,1371,1318,1527,1452,2577,2504,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5585176143331,35.563415978942075,5,614,605,706,860,1089,1193,1363,1283,1541,1548,2655,2526,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5581842853633,35.563400642038914,5,614,677,768,910,1136,1268,1365,1389,1619,1548,2708,2548,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55785095652752,35.56338530419706,5,628,607,755,892,1094,1251,1392,1353,1566,1638,2683,2568,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55751762782582,35.56336996541664,5,628,648,760,962,1147,1289,1463,1418,1640,1638,2750,2627,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55718429925817,35.563354625697535,5,636,684,826,1014,1233,1325,1482,1487,1712,1696,2828,2732,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55685097082456,35.56333928503976,5,636,632,802,990,1218,1379,1465,1454,1741,1696,2884,2768,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55651764252505,35.56332394344343,5,625,674,807,995,1184,1374,1453,1438,1663,1660,2853,2749,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55618431435963,35.56330860090839,5,625,682,797,961,1116,1289,1396,1410,1567,1660,2701,2597,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5558509863283,35.56329325743479,5,704,572,740,904,1116,1266,1415,1384,1549,1975,2629,2513,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55551765843106,35.5632779130225,5,704,749,905,1134,1629,2118,2258,1816,2543,1975,3165,2741,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Low Intensity,-90.55518433066793,35.563262567671586,5,788,1030,1400,1776,2149,2792,3091,3030,3307,3409,3927,2947,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55485100303892,35.563247221382056,5,788,1005,1412,2104,2559,2808,3109,3276,3621,3409,4989,3443,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55451767554403,35.56323187415388,5,753,1002,1404,2100,2565,2798,3084,3264,3607,3629,5044,3460,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Background,-90.60020374958904,35.56505814201478,4,586,854,1180,1224,1616,3381,4103,4096,4561,3832,3299,2264,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5998704050933,35.565042922495344,4,586,358,594,346,894,2588,3247,3384,3313,3832,2152,995,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59953706073058,35.565027702037185,4,544,531,938,730,1226,3076,3783,4333,4343,5019,2611,1333,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5992037165009,35.56501248064033,4,544,522,894,543,1541,4407,5059,5436,5487,5019,2889,1566,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59887037240425,35.56499725830483,4,580,515,889,576,1647,4243,4984,5440,5290,5441,3061,1874,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59853702844066,35.564982035030575,4,580,558,921,638,1523,4562,5325,5080,5793,5441,2749,1398,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59820368461014,35.56496681081765,4,527,456,828,436,1470,4795,5608,5600,5993,5665,2536,1096,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59787034091268,35.56495158566599,4,527,481,812,468,1504,4618,5286,5420,5651,5665,2622,1271,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59753699734827,35.56493635957572,4,514,487,843,503,1530,4460,5274,5328,5643,5710,2668,1309,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59720365391698,35.564921132546644,4,514,458,852,481,1558,4664,5391,5480,5779,5710,2594,1212,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59687031061877,35.56490590457892,4,523,496,842,501,1553,4533,5306,5296,5719,5783,2586,1228,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
